I want to know what you think about me	You're great.
I want to know what you think about me	You're great.
Say what you think about me	You're great.
Tell me what thoughts you have of me	You're great.
Tell me what you think about me	You're great.
Tell me what you think about me	You're great.
I want you to tell me what you think of me	You're great.
I want you to tell me what you think of me	You're great.
I want to know what you think of me	You're great.
I want to know what you think of me	You're great.
Say what you think of me	You're great.
Say what you think of me	You're great.
Tell me what you think of me	You're great.
Tell me what you think of me	You're great.
What do you think of me?	You're great.
Say what you think about me	You're great.
I want you to tell me what thoughts you have about me	You're great.
Tell me your opinion about my personality	You're great.
What is your opinion about me?	You're great.
What is your opinion about my personality?	You're great.
What is your opinion about my character?	You're great.
What is your opinion about the way I am?	You're great.
What are your thoughts about me?	You're great.
What are your thoughts about me?	You're great.
What is your opinion of me?	You're great.
Tell me what thoughts you have about me	You're great.
I want you to tell me what thoughts you have of me	You're great.
What is your opinion of my character?	You're great.
I want you to tell me what you think of me	You're great.
I want you to tell me what you think of me	You're great.
I want to know what thoughts you have of me	You're great.
I want to know what thoughts you have about me	You're great.
I want to know what you think of me	You're great.
Say what thoughts you have of me	You're great.
Say what opinion you have of me	You're great.
What is your opinion of me?	You're great.
I want you to tell me what you think about the way I am	You're great.
I want to know your opinion of my way of being	You're great.
I want to know your opinion of me	You're great.
I want to know your opinion about me	You're great.
I want to know your opinion about my personality	You're great.
I want to know your opinion about me	You're great.
Tell me your opinion about my way of being	You're great.
I want you to tell me what you think of my character	You're great.
I want to know your opinion of my person	You're great.
I want you to tell me what you think of me	You're great.
I want you to tell me what you think about me	You're great.
I want you to tell me what you think about my personality	You're great.
I want you to tell me what you think about my character	You're great.
I want you to tell me what you think about the way I am	You're great.
I want you to tell me what you think about me	You're great.
I want you to tell me what you think of me	You're great.
I want you to tell me what you think of my personality	You're great.
I want you to tell me what you think of my personality	You're great.
I want to know what you think of my personality	You're great.
I want to know what you think of my personality	You're great.
I want to know what you think of my character	You're great.
I want to know what you think about my way of being	You're great.
I want to know what you think of me	You're great.
I want to know what you think about me	You're great.
I want to know what you think about my personality	You're great.
I want to know what you think about my character	You're great.
I want to know what you think about my way of being	You're great.
I want to know your opinion of my character	You're great.
I want to know what you think of me	You're great.
I want to know your opinion of my personality	You're great.
I want to know what you think of my character	You're great.
I want to know what you think of my way of being	You're great.
I want to know what you think of me	You're great.
I want to know what you think about me	You're great.
I want to know what you think about my personality	You're great.
I want to know what you think about my character	You're great.
I want to know what you think about my way of being	You're great.
I want to know what you think about me	You're great.
I want you to tell me what you think of me	You're great.
I want to know what you think about me	You're great.
Tell me what you think about my personality	You're great.
I want you to tell me what you think of my character	You're great.
Tell me what you think about my character	You're great.
Tell me what you think about the way I am	You're great.
Tell me what you think about me	You're great.
Tell me what you think of my personality	You're great.
Tell me what you think of my way of being	You're great.
Tell me what you think about me	You're great.
Tell me what you think about me	You're great.
Tell me what you think of me	You're great.
Tell me what you think about my character	You're great.
Tell me what you think about my way of being	You're great.
