Question	Answer
Extract the loops from the Merge Sort algorithm in Python	while i < len(left) and j < len(right):\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1\nwhile i < len(left):\n\tarr[k] = left[i]\n\ti += 1\n\tk += 1\nwhile j < len(right):\n\tarr[k] = right[j]\n\tj += 1\n\tk += 1
List the ifs extracted from the Merge Sort algorithm in JavaScript	#If de la función mergeSort\nif (arr.length <= 1) return arr;\n\n#IF del bucle de la función merge\nif (left[i] < right[j]) {\n\tresult.push(left[i]);\n\ti++;\n} else {\n\tresult.push(right[j]);\n\tj++;\n}
Provide code snippets of the ifs in the Bubble Sort algorithm in Python	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Provide an example of the ifs logic in the Selection Sort algorithm for Python	if arr[j] < arr[min_idx]:\n\tmin_idx = j\n\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\treturn arr
Provide a simple implementation of the ifs from the Merge Sort algorithm in Python	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Illustrate the main loops logic from the Heap Sort algorithm in Python	def heapify(arr, n, i):\n\tlargest = i\n\tl = 2 * i + 1\n\tr = 2 * i + 2\n\tif l < n and arr[l] > arr[largest]:\n\t\tlargest = l\n\tif r < n and arr[r] > arr[largest]:\n\t\tlargest = r\n\tif largest != i:\n\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\theapify(arr, n, largest)
Extract the ifs of the Quick Sort algorithm in JavaScript	if (arr.length <= 1) return arr;\nconst pivot = arr[Math.floor(arr.length / 2)];\nconst left = arr.filter(x => x < pivot);\nconst middle = arr.filter(x => x === pivot);\nconst right = arr.filter(x => x > pivot);\nreturn [...quickSort(left), ...middle, ...quickSort(right)];
Extract the main loops logic of the Heap Sort algorithm in Python	for i in range(n // 2 - 1, -1, -1):\n\theapify(arr, n, i)\nfor i in range(n - 1, 0, -1):\n\tarr[i], arr[0] = arr[0], arr[i]\n\theapify(arr, i, 0)
Write an implementation of the loops in the Heap Sort algorithm for JavaScript	for (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\nfor (let i = n - 1; i > 0; i--) {\n\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\theapify(arr, i, 0);\n}
Show an example of the ifs in the Bubble Sort algorithm written in JavaScript	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Write a minimal implementation of the loops from the Heap Sort algorithm in Python	def heapify(arr, n, i):\n\tlargest = i\n\tl = 2 * i + 1\n\tr = 2 * i + 2\n\tif l < n and arr[l] > arr[largest]:\n\t\tlargest = l\n\tif r < n and arr[r] > arr[largest]:\n\t\tlargest = r\n\tif largest != i:\n\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\theapify(arr, n, largest)
Write a concise Python function for the loops in the Merge Sort algorithm	while i < len(left) and j < len(right):\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1\nwhile i < len(left):\n\tarr[k] = left[i]\n\ti += 1\n\tk += 1\nwhile j < len(right):\n\tarr[k] = right[j]\n\tj += 1\n\tk += 1
Write a JavaScript implementation that includes the loops for the Selection Sort algorithm	for (let i = 0; i < n; i++) {\n\tlet minIdx = i;\n\tfor (let j = i + 1; j < n; j++) {\n\t\t//Aquí van los ifs\n\t}\n\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n}
Write a minimal example of the ifs from the Merge Sort algorithm in Python	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Create JavaScript logic showcasing the loops in the Heap Sort algorithm	function heapify(arr, n, i) {\n\tlet largest = i;\n\tlet l = 2 * i + 1;\n\tlet r = 2 * i + 2;\n\tif (l < n && arr[l] > arr[largest]) largest = l;\n\tif (r < n && arr[r] > arr[largest]) largest = r;\n\tif (largest !== i) {\n\t\t[arr[i], arr[largest]] = [arr[largest], arr[i]];\n\t\theapify(arr, n, largest);\n\t}\n}
Draft a Python example for the ifs in the Merge Sort algorithm	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Show the structure of the loops for the Heap Sort algorithm in JavaScript	for (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\nfor (let i = n - 1; i > 0; i--) {\n\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\theapify(arr, i, 0);\n}
Write a draft of the loops logic for the Merge Sort algorithm in Python	while i < len(left) and j < len(right):\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1\nwhile i < len(left):\n\tarr[k] = left[i]\n\ti += 1\n\tk += 1\nwhile j < len(right):\n\tarr[k] = right[j]\n\tj += 1\n\tk += 1
Write an implementation of the ifs in the Merge Sort algorithm for JavaScript	#If de la función mergeSort\nif (arr.length <= 1) return arr;\n\n#IF del bucle de la función merge\nif (left[i] < right[j]) {\n\tresult.push(left[i]);\n\ti++;\n} else {\n\tresult.push(right[j]);\n\tj++;\n}
Show JavaScript code demonstrating the ifs logic in the Merge Sort algorithm	#If de la función mergeSort\nif (arr.length <= 1) return arr;\n\n#IF del bucle de la función merge\nif (left[i] < right[j]) {\n\tresult.push(left[i]);\n\ti++;\n} else {\n\tresult.push(right[j]);\n\tj++;\n}
Generate a Python function that demonstrates the loops of the Heap Sort algorithm	for i in range(n // 2 - 1, -1, -1):\n\theapify(arr, n, i)\nfor i in range(n - 1, 0, -1):\n\tarr[i], arr[0] = arr[0], arr[i]\n\theapify(arr, i, 0)
Create a Python logic flow for the ifs in the Selection Sort algorithm	if arr[j] < arr[min_idx]:\n\tmin_idx = j\n\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\treturn arr
Show how the ifs works in the Selection Sort algorithm in JavaScript	if (arr[j] < arr[minIdx]) {\n\tminIdx = j;\n}
Extract the ifs section from the Bubble Sort algorithm using JavaScript	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Generate a minimal JavaScript script to demonstrate the loops in the Merge Sort algorithm	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
Provide the Python snippet showing the ifs of the Bubble Sort algorithm	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Extract and write the loops of the Selection Sort algorithm in Python	for i in range(n):\n\tmin_idx = i\n\tfor j in range(i+1, n):\n\t\t#Aquí van los ifs
Write a JavaScript snippet for the loops in the Merge Sort algorithm	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
Provide a JavaScript implementation of the loops for the Heap Sort algorithm	function heapify(arr, n, i) {\n\tlet largest = i;\n\tlet l = 2 * i + 1;\n\tlet r = 2 * i + 2;\n\tif (l < n && arr[l] > arr[largest]) largest = l;\n\tif (r < n && arr[r] > arr[largest]) largest = r;\n\tif (largest !== i) {\n\t\t[arr[i], arr[largest]] = [arr[largest], arr[i]];\n\t\theapify(arr, n, largest);\n\t}\n}
Draft the loops part of the Heap Sort algorithm in JavaScript	for (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\nfor (let i = n - 1; i > 0; i--) {\n\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\theapify(arr, i, 0);\n}
Write a Python implementation for the loops in the Bubble Sort algorithm	n = len(arr)\n\tfor i in range(n):\n\t\tfor j in range(0, n-i-1):\n\t\t\t#Aqui van los ifs
Extract the main ifs from the Quick Sort algorithm in Python	if len(arr) <= 1:\n\treturn arr\npivot = arr[len(arr) // 2]\nleft = [x for x in arr if x < pivot]\nmiddle = [x for x in arr if x == pivot]\nright = [x for x in arr if x > pivot]\nreturn quick_sort(left) + middle + quick_sort(right)
Write Python code snippets for the loops in the Heap Sort algorithm	def heapify(arr, n, i):\n\tlargest = i\n\tl = 2 * i + 1\n\tr = 2 * i + 2\n\tif l < n and arr[l] > arr[largest]:\n\t\tlargest = l\n\tif r < n and arr[r] > arr[largest]:\n\t\tlargest = r\n\tif largest != i:\n\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\theapify(arr, n, largest)
Write a JavaScript implementation showcasing the loops in the Heap Sort algorithm	for (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\nfor (let i = n - 1; i > 0; i--) {\n\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\theapify(arr, i, 0);\n}
Create the loops used in the Merge Sort algorithm in Python	while i < len(left) and j < len(right):\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1\nwhile i < len(left):\n\tarr[k] = left[i]\n\ti += 1\n\tk += 1\nwhile j < len(right):\n\tarr[k] = right[j]\n\tj += 1\n\tk += 1
Write JavaScript code that extracts the ifs from the Quick Sort algorithm	if (arr.length <= 1) return arr;\nconst pivot = arr[Math.floor(arr.length / 2)];\nconst left = arr.filter(x => x < pivot);\nconst middle = arr.filter(x => x === pivot);\nconst right = arr.filter(x => x > pivot);\nreturn [...quickSort(left), ...middle, ...quickSort(right)];
Provide the JavaScript implementation for the loops in the Selection Sort algorithm	for (let i = 0; i < n; i++) {\n\tlet minIdx = i;\n\tfor (let j = i + 1; j < n; j++) {\n\t\t//Aquí van los ifs\n\t}\n\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n}
Extract the JavaScript code for the loops in the Merge Sort algorithm	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
Provide the ifs logic of the Selection Sort algorithm in JavaScript	if (arr[j] < arr[minIdx]) {\n\tminIdx = j;\n}
Explain the ifs logic in the Bubble Sort algorithm with JavaScript code	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Generate the ifs for the Quick Sort algorithm in JavaScript	if (arr.length <= 1) return arr;\nconst pivot = arr[Math.floor(arr.length / 2)];\nconst left = arr.filter(x => x < pivot);\nconst middle = arr.filter(x => x === pivot);\nconst right = arr.filter(x => x > pivot);\nreturn [...quickSort(left), ...middle, ...quickSort(right)];
Give me examples of ifs in the Bubble Sort algorithm for Python	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Show the structure of the ifs for the Bubble Sort algorithm in JavaScript	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
List all loops extracted from the Merge Sort algorithm in JavaScript	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
Explain how to implement the ifs from the Selection Sort algorithm in Python	if arr[j] < arr[min_idx]:\n\tmin_idx = j\n\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\treturn arr
Show how to handle the loops in the Selection Sort algorithm in JavaScript	for (let i = 0; i < n; i++) {\n\tlet minIdx = i;\n\tfor (let j = i + 1; j < n; j++) {\n\t\t//Aquí van los ifs\n\t}\n\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n}
List the ifs logic in the Bubble Sort algorithm for JavaScript	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Draft JavaScript code to showcase the ifs of the Quick Sort algorithm	if (arr.length <= 1) return arr;\nconst pivot = arr[Math.floor(arr.length / 2)];\nconst left = arr.filter(x => x < pivot);\nconst middle = arr.filter(x => x === pivot);\nconst right = arr.filter(x => x > pivot);\nreturn [...quickSort(left), ...middle, ...quickSort(right)];
Extract and demonstrate the loops from the Merge Sort algorithm in JavaScript	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
List all ifs extracted from the Quick Sort algorithm in Python	if len(arr) <= 1:\n\treturn arr\npivot = arr[len(arr) // 2]\nleft = [x for x in arr if x < pivot]\nmiddle = [x for x in arr if x == pivot]\nright = [x for x in arr if x > pivot]\nreturn quick_sort(left) + middle + quick_sort(right)
Draft the ifs sequence for the Selection Sort algorithm in JavaScript	if (arr[j] < arr[minIdx]) {\n\tminIdx = j;\n}
Explain the ifs section of the Quick Sort algorithm using JavaScript	if (arr.length <= 1) return arr;\nconst pivot = arr[Math.floor(arr.length / 2)];\nconst left = arr.filter(x => x < pivot);\nconst middle = arr.filter(x => x === pivot);\nconst right = arr.filter(x => x > pivot);\nreturn [...quickSort(left), ...middle, ...quickSort(right)];
Write a Python script to handle the ifs in the Merge Sort algorithm	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Write an implementation of the ifs in the Bubble Sort algorithm for Python	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Show how to handle the ifs in the Bubble Sort algorithm in Python	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Write an illustrative block for the loops of the Bubble Sort algorithm in Python	n = len(arr)\n\tfor i in range(n):\n\t\tfor j in range(0, n-i-1):\n\t\t\t#Aqui van los ifs
Extract the loops of the Heap Sort algorithm in JavaScript	for (let i = Math.floor(n / 2) - 1; i >= 0; i--) heapify(arr, n, i);\nfor (let i = n - 1; i > 0; i--) {\n\t[arr[0], arr[i]] = [arr[i], arr[0]];\n\theapify(arr, i, 0);\n}
Draft a JavaScript example for the ifs in the Bubble Sort algorithm	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Generate the loops block for the Bubble Sort algorithm in Python	n = len(arr)\n\tfor i in range(n):\n\t\tfor j in range(0, n-i-1):\n\t\t\t#Aqui van los ifs
Draft the ifs sequence for the Selection Sort algorithm in Python	if arr[j] < arr[min_idx]:\n\tmin_idx = j\n\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\treturn arr
Extract the Python code for the loops in the Heap Sort algorithm	for i in range(n // 2 - 1, -1, -1):\n\theapify(arr, n, i)\nfor i in range(n - 1, 0, -1):\n\tarr[i], arr[0] = arr[0], arr[i]\n\theapify(arr, i, 0)
Write an example in JavaScript showcasing the loops from the Bubble Sort algorithm	for (let i = 0; i < n; i++) {\n\tfor (let j = 0; j < n - i - 1; j++) {\n\t\t//Aquí van los ifs\n\t}\n}
Extract the loops used in the Bubble Sort algorithm in JavaScript	for (let i = 0; i < n; i++) {\n\tfor (let j = 0; j < n - i - 1; j++) {\n\t\t//Aquí van los ifs\n\t}\n}
Write an example in JavaScript showcasing the ifs from the Bubble Sort algorithm	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Create a representation of the ifs in the Bubble Sort algorithm in JavaScript	if (arr[j] > arr[j + 1]) {\n\t[arr[j], arr[j + 1]] = [arr[j + 1], arr[j]];\n}
Draft the ifs sequence for the Quick Sort algorithm in Python	if len(arr) <= 1:\n\treturn arr\npivot = arr[len(arr) // 2]\nleft = [x for x in arr if x < pivot]\nmiddle = [x for x in arr if x == pivot]\nright = [x for x in arr if x > pivot]\nreturn quick_sort(left) + middle + quick_sort(right)
Highlight the ifs structure in the Merge Sort algorithm for Python	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Provide the loops block for the Merge Sort algorithm in JavaScript	while (i < left.length && j < right.length) {\n\tif (left[i] < right[j]) {\n\t\tresult.push(left[i]);\n\t\ti++;\n\t} else {\n\t\tresult.push(right[j]);\n\t\tj++;\n\t}\n}
Provide a snippet for the loops of the Bubble Sort algorithm in JavaScript	for (let i = 0; i < n; i++) {\n\tfor (let j = 0; j < n - i - 1; j++) {\n\t\t//Aquí van los ifs\n\t}\n}
Outline the loops for the Heap Sort algorithm in Python	def heapify(arr, n, i):\n\tlargest = i\n\tl = 2 * i + 1\n\tr = 2 * i + 2\n\tif l < n and arr[l] > arr[largest]:\n\t\tlargest = l\n\tif r < n and arr[r] > arr[largest]:\n\t\tlargest = r\n\tif largest != i:\n\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\theapify(arr, n, largest)
Write an illustrative JavaScript example for the loops in the Selection Sort algorithm	for (let i = 0; i < n; i++) {\n\tlet minIdx = i;\n\tfor (let j = i + 1; j < n; j++) {\n\t\t//Aquí van los ifs\n\t}\n\t[arr[i], arr[minIdx]] = [arr[minIdx], arr[i]];\n}
Draft a Python snippet for the ifs used in the Merge Sort algorithm	#IF EXTERNO\nif len(arr) > 1:\n\tmid = len(arr) // 2\n\tleft = arr[:mid]\n\tright = arr[mid:]\n\tmerge_sort(left)\n\tmerge_sort(right)\n\ti = j = k = 0\n\t#Acá van los bucles\n\n\t#IFS DEL BUCLE\n\tif left[i] < right[j]:\n\t\tarr[k] = left[i]\n\t\ti += 1\n\telse:\n\t\tarr[k] = right[j]\n\t\tj += 1\n\tk += 1
Write a Python example for the ifs in the Bubble Sort algorithm	if arr[j] > arr[j+1]:\n\tarr[j], arr[j+1] = arr[j+1], arr[j]\n\treturn arr
Show the structure of the ifs for the Merge Sort algorithm in JavaScript	#If de la función mergeSort\nif (arr.length <= 1) return arr;\n\n#IF del bucle de la función merge\nif (left[i] < right[j]) {\n\tresult.push(left[i]);\n\ti++;\n} else {\n\tresult.push(right[j]);\n\tj++;\n}
Provide the loops section from the Bubble Sort algorithm in JavaScript	for (let i = 0; i < n; i++) {\n\tfor (let j = 0; j < n - i - 1; j++) {\n\t\t//Aquí van los ifs\n\t}\n}
Provide examples of the loops logic for the Selection Sort algorithm in Python	for i in range(n):\n\tmin_idx = i\n\tfor j in range(i+1, n):\n\t\t#Aquí van los ifs
Write a JavaScript block representing the ifs from the Merge Sort algorithm	#If de la función mergeSort\nif (arr.length <= 1) return arr;\n\n#IF del bucle de la función merge\nif (left[i] < right[j]) {\n\tresult.push(left[i]);\n\ti++;\n} else {\n\tresult.push(right[j]);\n\tj++;\n}
Draft a Python snippet for the loops used in the Heap Sort algorithm	def heapify(arr, n, i):\n\tlargest = i\n\tl = 2 * i + 1\n\tr = 2 * i + 2\n\tif l < n and arr[l] > arr[largest]:\n\t\tlargest = l\n\tif r < n and arr[r] > arr[largest]:\n\t\tlargest = r\n\tif largest != i:\n\t\tarr[i], arr[largest] = arr[largest], arr[i]\n\t\theapify(arr, n, largest)
Write JavaScript code snippets for the loops in the Bubble Sort algorithm	for (let i = 0; i < n; i++) {\n\tfor (let j = 0; j < n - i - 1; j++) {\n\t\t//Aquí van los ifs\n\t}\n}
Draft the ifs section of the Selection Sort algorithm in Python	if arr[j] < arr[min_idx]:\n\tmin_idx = j\n\tarr[i], arr[min_idx] = arr[min_idx], arr[i]\n\treturn arr
